Img name,Layer2 In,Layer2 Out,Layer5 In,Layer5 Out,Layer8 In,Layer8 Out,Layer11 In,Layer11 Out
3144,0.249,0.325,0.198,0.124,0.172,0.15,3.249,2.247
3145,0.314,0.325,0.142,0.175,0.15,0.176,3.02,3.321
3146,0.314,0.301,0.166,0.132,0.192,0.126,3.205,2.78
3147,0.368,0.208,0.116,0.157,0.123,0.198,3.36,4.831
3148,0.296,0.199,0.103,0.135,0.153,0.183,3.749,3.746
3149,0.374,0.32,0.125,0.129,0.163,0.217,4.091,3.442
315,0.275,0.176,0.15,0.152,0.176,0.15,3.692,2.932
3151,0.351,0.228,0.159,0.15,0.126,0.2,3.545,4.816
3153,0.263,0.286,0.11,0.181,0.212,0.187,3.363,1.619
3154,0.31,0.326,0.159,0.102,0.158,0.137,4.33,2.234
3155,0.297,0.309,0.186,0.071,0.227,0.078,4.511,0.933
3157,0.373,0.256,0.169,0.065,0.141,0.106,3.601,1.479
3158,0.281,0.442,0.204,0.078,0.208,0.099,3.099,1.094
3159,0.3,0.297,0.155,0.154,0.14,0.294,3.505,4.533
316,0.445,0.294,0.105,0.227,0.1,0.203,3.121,4.255
3160,0.171,0.33,0.154,0.216,0.15,0.213,2.358,1.132
3161,0.28,0.275,0.157,0.167,0.153,0.259,4.301,4.883
3162,0.278,0.32,0.16,0.175,0.121,0.193,2.43,1.177
3163,0.341,0.447,0.137,0.201,0.139,0.133,3.37,2.187
3164,0.324,0.369,0.126,0.119,0.151,0.237,3.832,4.306
3165,0.316,0.479,0.137,0.215,0.135,0.188,2.734,2.145
3166,0.319,0.426,0.176,0.179,0.148,0.152,3.958,2.144
3170,0.325,0.232,0.131,0.179,0.148,0.273,3.604,3.515
3171,0.344,0.248,0.151,0.149,0.138,0.265,3.606,4.174
3172,0.355,0.314,0.133,0.13,0.159,0.137,4.709,3.237
3173,0.324,0.436,0.089,0.19,0.175,0.158,3.912,2.466
3174,0.322,0.178,0.132,0.173,0.145,0.17,2.804,4.035
3175,0.22,0.368,0.146,0.131,0.149,0.268,3.736,4.139
3176,0.239,0.155,0.167,0.182,0.155,0.22,3.586,4.341
3177,0.393,0.191,0.158,0.161,0.154,0.184,3.11,4.552
3178,0.322,0.246,0.161,0.164,0.14,0.203,3.864,3.656
3179,0.28,0.395,0.169,0.17,0.122,0.139,3.272,2.366
3180,0.34,0.403,0.185,0.173,0.142,0.126,2.919,1.407
3181,0.353,0.397,0.171,0.109,0.182,0.158,4.598,3.546
3182,0.241,0.376,0.142,0.18,0.165,0.189,3.558,2.192
3183,0.178,0.289,0.178,0.13,0.169,0.144,2.82,3.238
3184,0.37,0.305,0.167,0.11,0.162,0.189,3.816,2.824
3185,0.336,0.261,0.119,0.234,0.136,0.299,4.182,3.849
3186,0.19,0.253,0.165,0.128,0.243,0.178,4.052,2.902
3187,0.217,0.201,0.162,0.144,0.149,0.143,3.307,3.519
3189,0.196,0.238,0.172,0.143,0.156,0.18,4.054,3.551
3191,0.275,0.304,0.188,0.131,0.167,0.178,3.525,2.431
3192,0.249,0.453,0.164,0.164,0.136,0.2,2.847,2.08
3194,0.275,0.189,0.174,0.147,0.175,0.174,3.129,3.811
3195,0.356,0.216,0.1,0.175,0.071,0.193,2.291,4.365
3196,0.22,0.16,0.15,0.15,0.14,0.176,2.974,4.251
3197,0.365,0.343,0.157,0.144,0.14,0.236,3.733,4.733
3198,0.283,0.361,0.169,0.172,0.143,0.143,2.339,2.355
3199,0.259,0.308,0.137,0.151,0.216,0.206,3.567,3.899
32,0.374,0.31,0.147,0.158,0.133,0.121,3.112,2.492
3200,0.326,0.405,0.174,0.147,0.177,0.192,3.897,2.879
3203,0.357,0.372,0.115,0.156,0.187,0.172,2.125,3.459
3204,0.259,0.406,0.129,0.17,0.148,0.216,2.781,2.543
3206,0.361,0.297,0.128,0.068,0.153,0.121,4.093,4.118
3207,0.368,0.23,0.154,0.189,0.137,0.217,3.38,3.525
3208,0.273,0.356,0.17,0.136,0.165,0.152,2.967,2.821
321,0.338,0.222,0.126,0.213,0.135,0.241,3.315,2.321
3210,0.461,0.265,0.13,0.174,0.119,0.232,3.559,4.572
3212,0.36,0.342,0.156,0.156,0.146,0.169,2.059,3.085
3214,0.408,0.268,0.144,0.148,0.123,0.197,4.557,4.417
3215,0.261,0.347,0.175,0.131,0.155,0.152,3.04,3.522
3216,0.385,0.244,0.17,0.128,0.175,0.199,3.374,4.112
3218,0.333,0.246,0.157,0.177,0.151,0.206,3.783,4.036
3219,0.367,0.304,0.194,0.134,0.204,0.19,3.283,4.156
322,0.345,0.326,0.152,0.14,0.134,0.175,3.244,3.611
3220,0.288,0.319,0.183,0.125,0.259,0.16,3.523,4.046
3221,0.242,0.293,0.185,0.152,0.216,0.182,3.557,3.527
3222,0.352,0.357,0.148,0.115,0.153,0.202,3.998,4.064
3223,0.41,0.279,0.132,0.137,0.127,0.262,4.162,4.675
3224,0.324,0.315,0.189,0.115,0.235,0.148,2.838,3.108
3225,0.384,0.303,0.156,0.167,0.133,0.207,4.328,4.139
3228,0.37,0.266,0.131,0.149,0.159,0.189,4.545,3.773
3229,0.371,0.348,0.19,0.133,0.201,0.165,2.521,2.655
3230,0.318,0.279,0.164,0.127,0.179,0.179,3.989,3.682
3231,0.262,0.411,0.188,0.096,0.171,0.17,3.487,4.204
3232,0.264,0.258,0.153,0.118,0.172,0.203,3.899,4.384
3233,0.322,0.418,0.132,0.159,0.12,0.154,3.686,3.175
3234,0.396,0.306,0.137,0.132,0.174,0.177,3.76,4.103
3235,0.227,0.261,0.167,0.123,0.19,0.182,4.535,4.008
3238,0.253,0.276,0.153,0.171,0.161,0.161,3.032,3.034
324,0.479,0.286,0.114,0.166,0.037,0.182,2.067,3.404
3240,0.325,0.349,0.152,0.148,0.221,0.136,4.29,2.589
3241,0.337,0.243,0.139,0.12,0.181,0.172,4.701,3.17
3242,0.311,0.35,0.172,0.137,0.159,0.186,2.834,3.46
3243,0.339,0.268,0.163,0.139,0.197,0.182,3.048,3.101
3244,0.307,0.213,0.137,0.158,0.164,0.164,3.39,3.251
3245,0.298,0.421,0.142,0.137,0.165,0.179,4.564,1.825
3247,0.313,0.238,0.137,0.135,0.153,0.21,3.079,3.618
3249,0.261,0.258,0.178,0.165,0.253,0.164,3.565,3.366
3250,0.261,0.297,0.157,0.157,0.187,0.143,3.75,2.779
3251,0.348,0.333,0.154,0.151,0.149,0.133,4.172,2.941
3252,0.224,0.129,0.145,0.185,0.147,0.203,2.794,4.594
3253,0.391,0.303,0.144,0.14,0.171,0.179,4.596,3.394
3255,0.421,0.43,0.149,0.178,0.099,0.183,2.548,2.811
3256,0.155,0.199,0.163,0.154,0.145,0.182,2.691,3.899
3257,0.246,0.225,0.157,0.125,0.119,0.205,2.784,4.404
3258,0.255,0.378,0.147,0.156,0.122,0.174,3.555,2.567
3259,0.369,0.244,0.104,0.168,0.143,0.164,3.39,3.645
326,0.287,0.41,0.189,0.139,0.148,0.163,3.934,2.845
3260,0.324,0.268,0.136,0.166,0.168,0.209,3.469,3.268
3261,0.223,0.284,0.166,0.106,0.187,0.128,3.515,1.797
3263,0.343,0.31,0.138,0.159,0.167,0.15,4.325,3.253
3266,0.267,0.26,0.174,0.158,0.14,0.194,2.393,3.523
3267,0.351,0.345,0.188,0.138,0.208,0.143,3.501,4.375
3268,0.188,0.219,0.198,0.115,0.175,0.145,3.043,3.14
327,0.427,0.256,0.077,0.178,0.061,0.274,2.612,3.866
3272,0.231,0.209,0.116,0.172,0.181,0.183,3.679,3.034
3273,0.276,0.369,0.173,0.189,0.149,0.149,3.382,3.413
3274,0.256,0.17,0.142,0.129,0.194,0.153,2.236,2.624
3277,0.244,0.257,0.176,0.139,0.169,0.154,2.078,1.697
3278,0.278,0.242,0.115,0.107,0.157,0.118,4.077,3.234
328,0.273,0.269,0.179,0.115,0.217,0.161,4.223,2.288
3281,0.308,0.386,0.157,0.131,0.149,0.166,3.192,2.129
3282,0.349,0.173,0.131,0.101,0.147,0.168,3.53,3.19
3283,0.231,0.243,0.166,0.049,0.178,0.069,2.638,2.057
3284,0.285,0.34,0.181,0.187,0.139,0.2,3.183,2.235
3285,0.193,0.152,0.182,0.169,0.187,0.206,3.271,4.015
3288,0.32,0.281,0.167,0.177,0.16,0.225,2.242,3.829
3289,0.196,0.268,0.175,0.094,0.203,0.126,3.726,3.561
329,0.348,0.26,0.104,0.192,0.115,0.17,3.074,2.746
3290,0.233,0.271,0.176,0.078,0.246,0.111,4.107,2.589
3294,0.299,0.28,0.16,0.143,0.169,0.159,3.64,3.834
3296,0.17,0.177,0.164,0.196,0.224,0.19,3.749,2.419
3297,0.259,0.405,0.144,0.148,0.184,0.179,4.421,2.542
3299,0.328,0.161,0.173,0.124,0.166,0.169,4.142,4.401
330,0.294,0.168,0.156,0.076,0.151,0.151,3.756,2.485
3302,0.169,0.246,0.175,0.15,0.191,0.134,3.173,3.001
3303,0.148,0.168,0.176,0.134,0.164,0.159,3.187,3.449
3304,0.245,0.3,0.159,0.141,0.195,0.176,4.796,2.983
3306,0.182,0.222,0.181,0.14,0.165,0.221,3.156,3.897
3309,0.224,0.295,0.158,0.162,0.226,0.15,3.727,2.631
331,0.389,0.37,0.172,0.147,0.294,0.153,4.601,2.912
3311,0.336,0.277,0.158,0.127,0.208,0.179,3.447,2.113
3313,0.235,0.278,0.205,0.126,0.179,0.182,3.158,2.674
3315,0.335,0.268,0.123,0.149,0.1,0.196,4.305,3.249
3316,0.247,0.181,0.141,0.185,0.231,0.163,3.174,2.509
3318,0.257,0.211,0.159,0.113,0.123,0.171,4.985,3.294
3319,0.204,0.152,0.185,0.182,0.177,0.152,3.211,3.414
3321,0.206,0.21,0.149,0.137,0.231,0.133,3.422,2.876
3322,0.158,0.174,0.205,0.132,0.175,0.171,3.686,3.337
3323,0.159,0.206,0.216,0.124,0.197,0.123,3.693,2.512
3324,0.117,0.181,0.252,0.128,0.182,0.107,2.436,1.866
3325,0.328,0.276,0.17,0.14,0.18,0.149,4.62,2.883
3326,0.341,0.248,0.157,0.097,0.149,0.25,4.358,3.524
3328,0.323,0.309,0.18,0.101,0.224,0.182,4.036,3.952
333,0.384,0.254,0.155,0.168,0.137,0.171,3.307,3.691
3330,0.277,0.328,0.202,0.098,0.232,0.122,4.752,1.807
3331,0.321,0.169,0.132,0.187,0.147,0.2,3.363,2.428
3332,0.269,0.274,0.118,0.229,0.142,0.271,2.992,3.166
3333,0.292,0.238,0.159,0.129,0.158,0.091,3.973,3.054
3334,0.239,0.433,0.13,0.213,0.162,0.17,2.869,2.506
3335,0.355,0.456,0.173,0.172,0.151,0.167,4.003,2.172
3336,0.303,0.321,0.157,0.138,0.179,0.161,3.092,1.216
3338,0.392,0.27,0.129,0.18,0.182,0.186,4.188,4.927
334,0.237,0.353,0.167,0.151,0.184,0.2,3.285,3.363
3340,0.386,0.31,0.168,0.177,0.174,0.161,3.723,3.946
3341,0.312,0.35,0.129,0.175,0.126,0.2,2.804,3.639
3342,0.25,0.377,0.11,0.221,0.116,0.184,2.549,2.439
3345,0.302,0.345,0.155,0.146,0.14,0.171,4.079,2.851
3346,0.301,0.235,0.139,0.095,0.168,0.145,4.3,4.544
3348,0.129,0.157,0.155,0.165,0.169,0.146,3.143,2.079
335,0.381,0.34,0.133,0.12,0.156,0.15,4.159,4.049
3352,0.248,0.156,0.16,0.148,0.178,0.168,3.2,3.474
3353,0.354,0.582,0.183,0.073,0.172,0.084,2.703,1.172
3354,0.416,0.172,0.156,0.195,0.163,0.169,3.374,3.62
3355,0.269,0.187,0.15,0.118,0.135,0.183,3.437,3.825
3356,0.321,0.141,0.164,0.173,0.144,0.153,3.54,3.117
3357,0.356,0.229,0.147,0.133,0.183,0.201,3.431,3.884
336,0.45,0.315,0.115,0.172,0.127,0.156,2.658,2.492
3361,0.271,0.403,0.163,0.183,0.173,0.147,3.077,1.413
3362,0.259,0.399,0.153,0.185,0.144,0.151,2.763,1.883
3363,0.228,0.309,0.176,0.114,0.161,0.144,3.149,2.75
3364,0.278,0.384,0.126,0.196,0.117,0.185,2.354,2.095
3368,0.352,0.247,0.154,0.132,0.159,0.179,2.365,4.725
3369,0.323,0.277,0.214,0.146,0.205,0.146,3.017,3.523
337,0.342,0.315,0.162,0.151,0.173,0.176,4.777,2.87
3370,0.329,0.222,0.111,0.177,0.121,0.213,3.854,4.915
3375,0.231,0.34,0.172,0.14,0.282,0.141,4.604,2.748
3377,0.228,0.309,0.152,0.191,0.19,0.188,3.005,1.446
3379,0.421,0.267,0.106,0.143,0.152,0.166,4.848,4.139
3381,0.458,0.206,0.164,0.104,0.119,0.181,2.665,4.212
3382,0.391,0.26,0.137,0.172,0.153,0.196,3.044,4.771
3383,0.379,0.342,0.163,0.101,0.181,0.134,4.858,4.052
3384,0.361,0.335,0.145,0.139,0.134,0.223,3.049,4.777
3385,0.395,0.298,0.159,0.206,0.131,0.225,3.11,4.706
3386,0.376,0.221,0.135,0.17,0.121,0.181,3.039,4.43
3387,0.341,0.295,0.145,0.119,0.169,0.191,3.042,4.62
3388,0.524,0.307,0.129,0.128,0.166,0.155,3.635,3.654
3389,0.448,0.305,0.176,0.143,0.141,0.205,3.802,4.222
3390,0.492,0.201,0.136,0.122,0.128,0.175,3.261,4.491
3393,0.353,0.217,0.164,0.113,0.166,0.17,4.251,4.212
3397,0.313,0.336,0.142,0.185,0.145,0.151,2.868,2.442
3398,0.288,0.347,0.108,0.134,0.124,0.144,3.411,3.666
3399,0.424,0.323,0.122,0.148,0.08,0.176,2.165,3.674
34,0.362,0.283,0.124,0.208,0.087,0.193,2.053,3.369
340,0.348,0.248,0.158,0.194,0.144,0.15,3.71,2.903
3400,0.188,0.412,0.184,0.148,0.178,0.139,3.83,3.373
3401,0.372,0.322,0.114,0.18,0.125,0.142,2.65,3.88
3403,0.327,0.344,0.135,0.128,0.148,0.159,2.684,4.18
3406,0.395,0.298,0.135,0.144,0.175,0.21,4.497,4.849
3407,0.304,0.388,0.168,0.106,0.233,0.146,4.851,2.932
3408,0.36,0.314,0.159,0.147,0.183,0.13,2.846,3.446
3409,0.414,0.333,0.17,0.139,0.196,0.15,3.406,3.576
3410,0.203,0.326,0.225,0.125,0.221,0.141,5.265,3.412
3413,0.36,0.316,0.164,0.147,0.155,0.194,3.592,3.618
3414,0.337,0.312,0.168,0.139,0.152,0.124,3.681,2.113
3415,0.306,0.332,0.124,0.123,0.185,0.094,4.429,2.798
3416,0.22,0.178,0.172,0.158,0.212,0.188,3.223,3.219
3417,0.377,0.27,0.117,0.168,0.098,0.226,2.791,3.954
3418,0.204,0.31,0.235,0.074,0.17,0.107,4.175,2.007
3419,0.156,0.215,0.201,0.157,0.178,0.15,2.936,1.66
342,0.359,0.298,0.153,0.126,0.15,0.131,3.252,3.192
3420,0.429,0.261,0.129,0.162,0.123,0.168,3.95,4.514
3421,0.338,0.275,0.159,0.13,0.185,0.153,3.542,2.525
3422,0.216,0.253,0.236,0.177,0.225,0.189,4.377,2.574
3423,0.374,0.306,0.116,0.201,0.111,0.161,1.923,3.975
3426,0.392,0.263,0.092,0.197,0.117,0.179,3.919,2.429
3427,0.422,0.28,0.188,0.135,0.213,0.192,2.152,3.821
3428,0.392,0.28,0.11,0.148,0.107,0.179,4.045,3.525
3429,0.338,0.259,0.155,0.158,0.177,0.18,4.738,2.868
343,0.356,0.243,0.116,0.19,0.108,0.213,2.674,1.947
3430,0.369,0.264,0.178,0.143,0.108,0.163,4.359,3.404
3431,0.478,0.257,0.144,0.142,0.095,0.158,3.81,3.26
3432,0.422,0.27,0.119,0.185,0.081,0.167,1.687,2.723
3433,0.389,0.295,0.089,0.16,0.092,0.192,1.828,4.535
3434,0.397,0.284,0.152,0.134,0.122,0.149,2.866,3.602
3436,0.268,0.305,0.204,0.124,0.195,0.186,4.414,2.898
3438,0.262,0.347,0.144,0.091,0.199,0.1,3.801,2.111
344,0.306,0.344,0.158,0.145,0.136,0.188,2.259,4.125
3440,0.349,0.25,0.13,0.174,0.133,0.183,3.341,3.47
3441,0.243,0.226,0.134,0.197,0.098,0.205,2.851,3.071
3442,0.33,0.357,0.15,0.138,0.162,0.149,3.476,3.617
3443,0.293,0.33,0.159,0.128,0.144,0.171,3.131,3.045
3444,0.309,0.254,0.158,0.161,0.103,0.155,3.468,2.791
3446,0.342,0.386,0.169,0.136,0.146,0.166,3.33,3.395
345,0.381,0.37,0.17,0.098,0.194,0.221,4.018,3.794
3452,0.285,0.33,0.146,0.132,0.123,0.185,2.382,3.734
3453,0.405,0.323,0.114,0.148,0.114,0.139,3.622,3.673
3454,0.468,0.317,0.134,0.148,0.142,0.137,2.953,3.542
3455,0.232,0.361,0.174,0.139,0.239,0.202,4.275,3.431
3456,0.317,0.275,0.142,0.201,0.113,0.24,2.236,3.259
3457,0.505,0.34,0.2,0.128,0.247,0.127,5.12,4.304
3458,0.298,0.371,0.142,0.148,0.143,0.167,5.27,3.817
3459,0.277,0.222,0.119,0.206,0.138,0.339,4.219,5.572
346,0.429,0.297,0.183,0.133,0.191,0.185,4.564,4.678
3460,0.3,0.27,0.127,0.224,0.154,0.17,3.922,4.529
3461,0.387,0.269,0.116,0.196,0.104,0.208,2.978,4.437
3463,0.421,0.245,0.078,0.185,0.126,0.2,4.181,3.794
3464,0.276,0.334,0.114,0.154,0.09,0.143,3.36,3.37
3465,0.349,0.234,0.132,0.131,0.139,0.172,4.902,3.167
3466,0.32,0.202,0.099,0.161,0.13,0.236,4.123,4.553
3467,0.215,0.283,0.122,0.142,0.185,0.183,3.557,2.834
3470,0.332,0.31,0.099,0.199,0.085,0.204,2.63,4.169
3471,0.174,0.26,0.177,0.177,0.135,0.193,2.878,2.84
3472,0.302,0.386,0.229,0.131,0.166,0.158,4.496,3.486
3473,0.409,0.308,0.146,0.163,0.115,0.225,3.681,4.474
3474,0.336,0.306,0.108,0.164,0.108,0.159,4.201,3.67
3475,0.264,0.168,0.171,0.155,0.155,0.209,3.994,3.718
3476,0.31,0.36,0.117,0.115,0.184,0.164,5.962,4.078
3477,0.442,0.272,0.18,0.143,0.176,0.161,4.678,3.473
3479,0.318,0.42,0.185,0.167,0.187,0.181,4.302,2.362
348,0.296,0.376,0.142,0.125,0.141,0.152,4.158,3.563
3480,0.298,0.401,0.127,0.178,0.164,0.172,3.767,2.465
3481,0.377,0.211,0.153,0.168,0.118,0.188,3.618,2.214
3482,0.228,0.362,0.17,0.172,0.186,0.185,4.989,2.247
3483,0.3,0.357,0.142,0.152,0.128,0.212,3.981,3.562
3484,0.248,0.319,0.126,0.199,0.138,0.234,2.794,3.21
3485,0.292,0.52,0.145,0.171,0.141,0.179,2.335,2.414
3487,0.421,0.27,0.103,0.17,0.095,0.214,2.318,3.018
3488,0.425,0.302,0.159,0.158,0.1,0.147,2.41,3.115
3489,0.301,0.315,0.162,0.093,0.17,0.095,3.506,1.602
349,0.3,0.421,0.135,0.16,0.146,0.157,3.118,3.096
3490,0.456,0.336,0.211,0.148,0.193,0.157,3.042,3.065
3491,0.29,0.453,0.142,0.169,0.158,0.237,3.487,2.433
3493,0.349,0.32,0.147,0.135,0.135,0.167,3.001,3.024
3494,0.498,0.267,0.128,0.153,0.111,0.193,4.378,3.05
3495,0.211,0.153,0.148,0.211,0.152,0.292,2.758,3.128
3496,0.372,0.255,0.137,0.194,0.127,0.158,4.086,4.711
3497,0.387,0.236,0.112,0.187,0.088,0.189,3.459,4.29
3499,0.269,0.177,0.158,0.163,0.161,0.202,3.091,4.168
35,0.389,0.292,0.167,0.121,0.141,0.146,4.53,3.65
3500,0.172,0.18,0.263,0.144,0.223,0.173,3.731,3.313
3501,0.266,0.385,0.141,0.106,0.168,0.157,5.129,3.284
3502,0.378,0.267,0.106,0.208,0.08,0.175,2.307,4.602
3503,0.209,0.402,0.195,0.141,0.226,0.137,3.228,3.39
3504,0.249,0.345,0.175,0.095,0.19,0.124,3.226,3.11
3505,0.361,0.275,0.092,0.183,0.087,0.2,3.583,3.671
3506,0.321,0.31,0.144,0.107,0.194,0.147,5.096,3.305
3507,0.261,0.341,0.225,0.144,0.183,0.157,3.582,4.044
3508,0.33,0.221,0.139,0.132,0.108,0.203,3.172,4.167
3509,0.411,0.336,0.197,0.14,0.134,0.194,4.219,3.863
3510,0.391,0.262,0.162,0.121,0.164,0.174,3.112,3.011
3512,0.323,0.273,0.167,0.117,0.151,0.159,3.722,2.577
3513,0.289,0.343,0.185,0.117,0.151,0.198,3.995,3.416
3514,0.319,0.171,0.137,0.206,0.09,0.155,2.574,2.949
3515,0.382,0.18,0.15,0.201,0.101,0.202,2.137,3.296
3516,0.293,0.173,0.14,0.146,0.127,0.182,2.688,2.77
3517,0.296,0.302,0.256,0.141,0.217,0.181,4.466,4.201
3518,0.383,0.259,0.089,0.202,0.078,0.223,2.525,4.541
352,0.483,0.279,0.159,0.221,0.13,0.201,3.336,2.453
3522,0.22,0.217,0.141,0.178,0.1,0.173,2.314,3.271
3523,0.321,0.348,0.188,0.153,0.152,0.181,3.866,3.669
3524,0.429,0.231,0.186,0.145,0.183,0.162,3.961,4.176
3525,0.442,0.271,0.098,0.136,0.094,0.186,4.024,4.226
3527,0.369,0.278,0.122,0.146,0.142,0.19,3.063,4.206
3529,0.366,0.21,0.13,0.163,0.136,0.143,3.064,3.417
353,0.34,0.319,0.159,0.176,0.109,0.178,3.884,3.347
3531,0.245,0.187,0.14,0.13,0.145,0.229,3.724,4.858
3532,0.207,0.198,0.122,0.209,0.158,0.225,3.705,5.303
3533,0.477,0.242,0.099,0.167,0.099,0.182,2.163,3.72
3534,0.384,0.294,0.132,0.147,0.128,0.167,2.711,4.404
3535,0.403,0.369,0.209,0.12,0.155,0.162,5.433,3.794
3536,0.29,0.153,0.165,0.19,0.185,0.155,2.515,3.568
3537,0.308,0.14,0.17,0.146,0.186,0.187,2.768,4.065
3538,0.288,0.134,0.175,0.177,0.154,0.196,3.065,4.055
3540,0.125,0.151,0.16,0.166,0.194,0.152,3.266,3.106
3541,0.297,0.236,0.154,0.183,0.138,0.242,3.313,3.678
3542,0.382,0.231,0.163,0.199,0.133,0.216,2.836,4.013
3544,0.158,0.158,0.111,0.182,0.092,0.187,1.735,3.576
3545,0.17,0.144,0.24,0.163,0.2,0.161,4.064,4.016
3546,0.324,0.265,0.14,0.141,0.132,0.261,3.507,3.736
3547,0.323,0.219,0.176,0.247,0.135,0.221,3.464,3.946
3548,0.253,0.242,0.129,0.143,0.11,0.202,2.603,3.992
3549,0.307,0.23,0.1,0.179,0.127,0.214,2.787,3.748
3552,0.382,0.236,0.158,0.154,0.172,0.166,3.69,3.447
3553,0.455,0.211,0.061,0.179,0.06,0.179,2.342,4.224
3554,0.252,0.207,0.149,0.146,0.143,0.186,3.798,3.914
3556,0.375,0.251,0.154,0.137,0.126,0.152,3.771,3.423
3560,0.46,0.28,0.157,0.159,0.139,0.206,4.276,4.44
3564,0.206,0.18,0.177,0.187,0.157,0.157,3.148,3.421
3565,0.335,0.198,0.153,0.182,0.144,0.149,4.026,4.087
3566,0.344,0.239,0.118,0.178,0.111,0.192,2.882,4.386
3568,0.356,0.261,0.186,0.14,0.224,0.161,4.324,3.745
3569,0.354,0.316,0.213,0.133,0.272,0.216,4.512,4.093
3570,0.276,0.408,0.199,0.164,0.178,0.154,4.127,1.869
3571,0.4,0.197,0.149,0.161,0.142,0.195,3.866,4.222
3572,0.315,0.41,0.137,0.185,0.16,0.175,2.619,1.994
3574,0.239,0.455,0.202,0.153,0.131,0.204,4.458,4.531
3575,0.193,0.28,0.237,0.15,0.221,0.131,2.977,2.54
3577,0.461,0.304,0.094,0.179,0.092,0.189,3.036,4.736
3578,0.298,0.369,0.122,0.15,0.12,0.145,2.866,2.777
3579,0.356,0.316,0.168,0.159,0.139,0.222,4.683,3.927
3581,0.484,0.341,0.182,0.125,0.192,0.182,4.56,4.006
3582,0.217,0.393,0.144,0.194,0.133,0.169,2.756,2.533
3583,0.267,0.386,0.147,0.145,0.167,0.15,3.461,2.657
3584,0.402,0.277,0.133,0.211,0.132,0.221,3.72,4.925
3585,0.46,0.262,0.103,0.169,0.123,0.157,3.106,3.413
3586,0.285,0.34,0.127,0.169,0.174,0.155,2.693,2.596
3588,0.28,0.441,0.141,0.101,0.15,0.155,3.819,2.932
3589,0.246,0.46,0.262,0.139,0.2,0.142,4.612,2.688
359,0.313,0.34,0.142,0.17,0.178,0.236,4.914,4.409
3590,0.29,0.379,0.144,0.184,0.212,0.172,3.282,1.621
3591,0.222,0.296,0.194,0.118,0.182,0.139,3.555,3.537
3593,0.319,0.265,0.099,0.172,0.095,0.204,2.717,2.682
3594,0.201,0.39,0.167,0.21,0.173,0.19,2.921,1.552
3595,0.294,0.3,0.155,0.181,0.113,0.154,2.553,2.841
3596,0.327,0.366,0.196,0.073,0.193,0.081,3.879,1.611
3597,0.334,0.23,0.077,0.193,0.059,0.198,1.555,3.664
3598,0.226,0.377,0.179,0.132,0.227,0.198,3.52,3.725
3599,0.371,0.229,0.073,0.178,0.061,0.154,1.486,4.247
36,0.262,0.316,0.121,0.158,0.191,0.162,4.313,2.379
360,0.344,0.325,0.123,0.166,0.14,0.163,2.931,3.004
3603,0.272,0.226,0.182,0.138,0.289,0.173,4.895,3.745
3604,0.24,0.377,0.134,0.167,0.188,0.147,4.315,2.01
3605,0.234,0.368,0.149,0.168,0.172,0.17,3.8,1.784
3607,0.422,0.289,0.103,0.163,0.095,0.24,3.831,4.554
3609,0.217,0.273,0.11,0.184,0.204,0.166,4.966,3.236
361,0.305,0.362,0.164,0.124,0.172,0.144,3.882,3.077
3610,0.375,0.265,0.164,0.153,0.162,0.148,5.273,3.639
3611,0.389,0.352,0.159,0.155,0.14,0.292,3.953,4.401
3612,0.229,0.359,0.196,0.168,0.168,0.201,2.802,2.717
3613,0.325,0.399,0.153,0.183,0.22,0.184,4.284,1.25
3614,0.34,0.28,0.148,0.177,0.185,0.322,3.349,4.536
3615,0.471,0.34,0.102,0.157,0.109,0.208,3.669,4.513
3616,0.297,0.31,0.157,0.16,0.131,0.189,3.392,2.284
3617,0.167,0.268,0.193,0.133,0.196,0.162,3.088,3.846
3618,0.213,0.393,0.175,0.177,0.192,0.2,4.522,2.554
3619,0.257,0.423,0.128,0.181,0.152,0.204,3.819,1.491
362,0.344,0.389,0.123,0.195,0.131,0.199,4.725,2.973
3620,0.234,0.158,0.191,0.162,0.156,0.185,2.465,4.151
3622,0.223,0.468,0.144,0.156,0.15,0.184,3.043,2.743
3624,0.345,0.213,0.119,0.179,0.107,0.193,2.848,2.083
3626,0.219,0.252,0.166,0.151,0.17,0.247,2.497,3.84
3627,0.268,0.375,0.167,0.158,0.132,0.163,2.622,1.967
3629,0.219,0.232,0.142,0.161,0.201,0.145,2.67,1.813
3630,0.201,0.341,0.179,0.135,0.177,0.153,3.121,2.341
3631,0.326,0.298,0.148,0.147,0.271,0.182,4.148,2.709
3635,0.347,0.38,0.147,0.14,0.173,0.172,4.103,3.595
3636,0.347,0.272,0.211,0.118,0.209,0.142,3.836,3.556
3637,0.318,0.226,0.125,0.199,0.114,0.175,2.68,3.696
3638,0.193,0.27,0.18,0.155,0.223,0.183,3.245,4.295
364,0.344,0.295,0.148,0.121,0.211,0.212,3.877,4.031
3640,0.243,0.206,0.127,0.214,0.125,0.186,1.738,3.402
3644,0.314,0.276,0.14,0.204,0.128,0.256,2.471,4.596
3646,0.292,0.349,0.131,0.139,0.255,0.15,3.902,2.178
3647,0.214,0.361,0.173,0.084,0.216,0.142,5.071,1.65
3648,0.174,0.262,0.16,0.154,0.176,0.214,3.128,4.033
365,0.393,0.317,0.076,0.164,0.068,0.151,2.756,3.825
3650,0.319,0.474,0.175,0.157,0.197,0.203,2.799,4.166
